"chapter","ayah","wordpos","utf8","feature","FA","QA","SW"
"29","50","12-1","إِنَّ","pos","PART","ACC","p--a--"
"29","50","12-2","مَآ","pos","-","PREV","p--b--"
"29","50","13-0","أَنَا۠","pos","PRON","PRON","np----"
"29","50","14-0","نَذِيرٌ","pos","V","N","nj----"
"29","50","15-0","مُّبِينٌ","pos","NOUN","N","nu----"
"29","50","17",".","pos","END","END","END"
"29","51","0-0","أَ","pos","NOUN","INTG","p--i--"
"29","51","0-1","وَ","pos","-","SUP","p--c--"
"29","51","0-2","لَمْ","pos","-","NEG","p--n--"
"29","51","1-0","يَكْفِ","pos","V","V","r---a-"
"29","51","1-1","هِمْ","pos","PRON","PRON","v-c---"
"29","51","1-2",,"pos","-","œ","r---r-"
"29","51","2-0","أَنَّ","pos","PRON","ACC","p--a--"
"29","51","2-1","آ","pos","-","PRON","r---r-"
"29","51","3-0","أَنزَلْ","pos","V","V","v-p---"
"29","51","3-1","نَا","pos","PRON","PRON","r---r-"
"29","51","4-0","عَلَيْ","pos","PREP","P","p--p--"
"29","51","4-1","كَ","pos","PRON","PRON","r---r-"
"29","51","5-0","ٱلْ","pos","DET","DET","r---d-"
"29","51","5-1","كِتَٰبَ","pos","NOUN","N","nq----"
"29","51","6-0","يُتْلَىٰ","pos","V","V","r---a-"
"29","51","6-1",,"pos","-","œ","v-c---"
"29","51","7-0","عَلَيْ","pos","PREP","P","p--p--"
"29","51","7-1","هِمْ","pos","PRON","PRON","r---r-"
"29","51","8-0","إِنَّ","pos","PART","ACC","p--a--"
"29","51","9-0","فِى","pos","PREP","P","p--p--"
"29","51","10-0","ذَٰلِكَ","pos","PRON","DEM","nd----"
"29","51","11-0","لَ","pos","PREP","EMPH","p--z--"
"29","51","11-1","رَحْمَةً","pos","NOUN","N","no----"
"29","51","11-2",,"pos","NSUFF","œ","r---t-"
"29","51","12-0","وَ","pos","CONJ","CONJ","p--c--"
"29","51","12-1","ذِكْرَىٰ","pos","NOUN","N","no----"
"29","51","13-0","لِ","pos","PREP","P","p--p--"
"29","51","13-1","قَوْمٍ","pos","NOUN","N","n$----"
"29","51","14-0","يُؤْمِنُ","pos","V","V","r---a-"
"29","51","14-1","ونَ","pos","PRON","PRON","v-c---"
"29","51","14-2",,"pos","-","œ","r---r-"
"29","51","16",".","pos","END","END","END"
"29","52","0-0","قُلْ","pos","V","V","v-i---"
"29","52","1-0","كَفَىٰ","pos","V","V","v-p---"
"29","52","2-0","بِ","pos","PREP","P","p--p--"
"29","52","2-1","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","52","3-0","بَيْنِ","pos","NOUN","LOC","nv----"
"29","52","3-1","ى","pos","PRON","PRON","r---r-"
"29","52","4-0","وَ","pos","CONJ","CONJ","p--c--"
"29","52","4-1","بَيْنَ","pos","NOUN","LOC","nv----"
"29","52","4-2","كُمْ","pos","PRON","PRON","r---r-"
"29","52","5-0","شَهِيدًا","pos","NOUN","N","nj----"
"29","52","5-1",,"pos","CASE","œ","r---k-"
"29","52","6-0","يَعْلَمُ","pos","V","V","r---a-"
"29","52","6-1",,"pos","-","œ","v-c---"
"29","52","7-0","مَا","pos","PART","REL","nr----"
"29","52","8-0","فِى","pos","PREP","P","p--p--"
"29","52","9-0","ٱل","pos","DET","DET","r---d-"
"29","52","9-1","سَّمَٰوَٰتِ","pos","NOUN","N","nq----"
"29","52","9-2",,"pos","NSUFF","œ","r---l-"
"29","52","10-0","وَ","pos","CONJ","CONJ","p--c--"
"29","52","10-1","ٱلْ","pos","DET","DET","r---d-"
"29","52","10-2","أَرْضِ","pos","NOUN","N","nn----"
"29","52","11-0","وَ","pos","CONJ","CONJ","p--c--"
"29","52","11-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","52","12-0","ءَامَنُ","pos","V","V","v-p---"
"29","52","12-1","وا۟","pos","PRON","PRON","r---r-"
"29","52","13-0","بِ","pos","PREP","P","p--p--"
"29","52","13-1","ٱلْ","pos","DET","DET","r---d-"
"29","52","13-2","بَٰطِلِ","pos","NOUN","N","nu----"
"29","52","14-0","وَ","pos","CONJ","CONJ","p--c--"
"29","52","14-1","كَفَرُ","pos","NOUN","V","v-p---"
"29","52","14-2","وا۟","pos","PRON","PRON","r---r-"
"29","52","15-0","بِ","pos","PREP","P","p--p--"
"29","52","15-1","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","52","16-0","أُو۟لَٰٓئِكَ","pos","PRON","DEM","nd----"
"29","52","17-0","هُمُ","pos","PRON","PRON","np----"
"29","52","18-0","ٱلْ","pos","DET","DET","r---d-"
"29","52","18-1","خَٰسِرُونَ","pos","NOUN","N","nu----"
"29","52","18-2",,"pos","NSUFF","œ","r---m-"
"29","52","20",".","pos","END","END","END"
"29","53","0-0","وَ","pos","NOUN","CONJ","p--c--"
"29","53","0-1","يَسْتَعْجِلُ","pos","-","V","r---a-"
"29","53","0-2","ونَ","pos","-","PRON","v-c---"
"29","53","0-3","كَ","pos","-","PRON","r---r-"
"29","53","0-4",,"pos","-","œ","r---r-"
"29","53","1-0","بِ","pos","PREP","P","p--p--"
"29","53","1-1","ٱلْ","pos","DET","DET","r---d-"
"29","53","1-2","عَذَابِ","pos","NOUN","N","ng----"
"29","53","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","53","2-1","لَوْلَآ","pos","PART","COND","p--k--"
"29","53","3-0","أَجَلٌ","pos","NOUN","N","nv----"
"29","53","4-0","مُّسَمًّى","pos","NOUN","N","nk----"
"29","53","5-0","لَّ","pos","PREP","EMPH","p--z--"
"29","53","5-1","جَآءَ","pos","V","V","v-p---"
"29","53","5-2","هُمُ","pos","PRON","PRON","r---r-"
"29","53","6-0","ٱلْ","pos","DET","DET","r---d-"
"29","53","6-1","عَذَابُ","pos","NOUN","N","ng----"
"29","53","7-0","وَ","pos","NOUN","CONJ","p--c--"
"29","53","7-1","لَ","pos","-","EMPH","r---z-"
"29","53","7-2","يَأْتِيَ","pos","-","V","r---a-"
"29","53","7-3","نَّ","pos","-","EMPH","v-c---"
"29","53","7-4","هُم","pos","-","PRON","r---z-"
"29","53","7-5",,"pos","-","œ","r---r-"
"29","53","8-0","بَغْتَةً","pos","NOUN","N","no----"
"29","53","8-1",,"pos","NSUFF","œ","r---t-"
"29","53","9-0","وَ","pos","CONJ","CIRC","p--c--"
"29","53","9-1","هُمْ","pos","PRON","PRON","np----"
"29","53","10-0","لَا","pos","PART","NEG","p--n--"
"29","53","11-0","يَشْعُرُ","pos","V","V","r---a-"
"29","53","11-1","ونَ","pos","PRON","PRON","v-c---"
"29","53","11-2",,"pos","-","œ","r---r-"
"29","53","13",".","pos","END","END","END"
"29","54","0-0","يَسْتَعْجِلُ","pos","NOUN","V","r---a-"
"29","54","0-1","ونَ","pos","-","PRON","v-c---"
"29","54","0-2","كَ","pos","-","PRON","r---r-"
"29","54","0-3",,"pos","-","œ","r---r-"
"29","54","1-0","بِ","pos","PREP","P","p--p--"
"29","54","1-1","ٱلْ","pos","DET","DET","r---d-"
"29","54","1-2","عَذَابِ","pos","NOUN","N","ng----"
"29","54","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","54","2-1","إِنَّ","pos","NOUN","ACC","p--a--"
"29","54","3-0","جَهَنَّمَ","pos","NOUN","PN","nn----"
"29","54","4-0","لَ","pos","PREP","EMPH","p--z--"
"29","54","4-1","مُحِيطَةٌۢ","pos","NOUN","N","nu----"
"29","54","4-2",,"pos","NSUFF","œ","r---t-"
"29","54","5-0","بِ","pos","PREP","P","p--p--"
"29","54","5-1","ٱلْ","pos","DET","DET","r---d-"
"29","54","5-2","كَٰفِرِينَ","pos","NOUN","N","nu----"
"29","54","5-3",,"pos","NSUFF","œ","r---m-"
"29","54","7",".","pos","END","END","END"
"29","55","0-0","يَوْمَ","pos","NOUN","N","nv----"
"29","55","1-0","يَغْشَىٰ","pos","NOUN","V","r---a-"
"29","55","1-1","هُمُ","pos","PRON","PRON","v-c---"
"29","55","1-2",,"pos","-","œ","r---r-"
"29","55","2-0","ٱلْ","pos","DET","DET","r---d-"
"29","55","2-1","عَذَابُ","pos","NOUN","N","ng----"
"29","55","3-0","مِن","pos","PREP","P","p--p--"
"29","55","4-0","فَوْقِ","pos","NOUN","N","nv----"
"29","55","4-1","هِمْ","pos","PRON","PRON","r---r-"
"29","55","5-0","وَ","pos","CONJ","CONJ","p--c--"
"29","55","5-1","مِن","pos","PART","P","p--p--"
"29","55","6-0","تَحْتِ","pos","NOUN","N","nv----"
"29","55","7-0","أَرْجُلِ","pos","NOUN","N","nq----"
"29","55","7-1","هِمْ","pos","PRON","PRON","r---r-"
"29","55","8-0","وَ","pos","CONJ","CONJ","p--c--"
"29","55","8-1","يَقُولُ","pos","V","V","r---a-"
"29","55","8-2",,"pos","-","œ","v-c---"
"29","55","9-0","ذُوقُ","pos","V","V","v-i---"
"29","55","9-1","وا۟","pos","PRON","PRON","r---r-"
"29","55","10-0","مَا","pos","PART","REL","nr----"
"29","55","11-0","كُن","pos","NOUN","V","v-p---"
"29","55","11-1","تُمْ","pos","-","PRON","r---r-"
"29","55","12-0","تَعْمَلُ","pos","V","V","r---a-"
"29","55","12-1","ونَ","pos","PRON","PRON","v-c---"
"29","55","12-2",,"pos","-","œ","r---r-"
"29","55","14",".","pos","END","END","END"
"29","56","0-0","يَٰ","pos","PART","VOC","p--v--"
"29","56","1-0","عِبَادِ","pos","NOUN","N","n#----"
"29","56","1-1","ىَ","pos","-","PRON","r---r-"
"29","56","2-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","56","3-0","ءَامَنُ","pos","V","V","v-p---"
"29","56","3-1","وٓا۟","pos","PRON","PRON","r---r-"
"29","56","4-0","إِنَّ","pos","FOREIGN","ACC","p--a--"
"29","56","5-0","أَرْضِ","pos","NOUN","N","nn----"
"29","56","5-1","ى","pos","-","PRON","r---r-"
"29","56","6-0","وَٰسِعَةٌ","pos","ADJ","N","nu----"
"29","56","6-1",,"pos","NSUFF","œ","r---t-"
"29","56","7-0","فَ","pos","ADJ","REM","p--c--"
"29","56","7-1","إِيَّٰىَ","pos","-","PRON","np----"
"29","56","8-0","فَ","pos","NOUN","REM","p--c--"
"29","56","8-1","ٱعْبُدُ","pos","-","V","v-i---"
"29","56","8-2","و","pos","-","PRON","r---m-"
"29","56","8-3","نِ","pos","-","PRON","r---n-"
"29","56","8-4",,"pos","-","œ","r---r-"
"29","56","10",".","pos","END","END","END"
"29","57","0-0","كُلُّ","pos","NOUN","N","nq----"
"29","57","1-0","نَفْسٍ","pos","NOUN","N","nq----"
"29","57","2-0","ذَآئِقَةُ","pos","NOUN","N","nu----"
"29","57","2-1",,"pos","NSUFF","œ","r---t-"
"29","57","3-0","ٱلْ","pos","DET","DET","r---d-"
"29","57","3-1","مَوْتِ","pos","NOUN","N","ng----"
"29","57","4-0","ثُمَّ","pos","CONJ","CONJ","p--c--"
"29","57","5-0","إِلَيْ","pos","PREP","P","p--p--"
"29","57","5-1","نَا","pos","PRON","PRON","r---r-"
"29","57","6-0","تُرْجَعُ","pos","V","V","r---a-"
"29","57","6-1","ونَ","pos","PRON","PRON","v-c---"
"29","57","6-2",,"pos","-","œ","r---r-"
"29","57","8",".","pos","END","END","END"
"29","58","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","58","0-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","58","1-0","ءَامَنُ","pos","V","V","v-p---"
"29","58","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","58","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","58","2-1","عَمِلُ","pos","V","V","v-p---"
"29","58","2-2","وا۟","pos","PRON","PRON","r---r-"
"29","58","3-0","ٱل","pos","DET","DET","r---d-"
"29","58","3-1","صَّٰلِحَٰتِ","pos","NOUN","N","nu----"
"29","58","3-2",,"pos","NSUFF","œ","r---l-"
"29","58","4-0","لَ","pos","NOUN","EMPH","p--z--"
"29","58","4-1","نُبَوِّئَ","pos","-","V","r---a-"
"29","58","4-2","نَّ","pos","-","EMPH","v-c---"
"29","58","4-3","هُم","pos","-","PRON","r---z-"
"29","58","4-4",,"pos","-","œ","r---r-"
"29","58","5-0","مِّنَ","pos","PREP","P","p--p--"
"29","58","6-0","ٱلْ","pos","DET","DET","r---d-"
"29","58","6-1","جَنَّةِ","pos","NOUN","PN","nn----"
"29","58","6-2",,"pos","NSUFF","œ","r---t-"
"29","58","7-0","غُرَفًا","pos","NOUN","N","nl----"
"29","58","7-1",,"pos","CASE","œ","r---k-"
"29","58","8-0","تَجْرِى","pos","V","V","r---a-"
"29","58","8-1",,"pos","-","œ","v-c---"
"29","58","9-0","مِن","pos","PREP","P","p--p--"
"29","58","10-0","تَحْتِ","pos","NOUN","N","nv----"
"29","58","10-1","هَا","pos","PRON","PRON","r---r-"
"29","58","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","58","11-1","أَنْهَٰرُ","pos","NOUN","N","nl----"
"29","58","12-0","خَٰلِدِينَ","pos","NOUN","N","nu----"
"29","58","12-1",,"pos","NSUFF","œ","r---m-"
"29","58","13-0","فِي","pos","PREP","P","p--p--"
"29","58","13-1","هَا","pos","PRON","PRON","r---r-"
"29","58","14-0","نِعْمَ","pos","PART","V","v-p---"
"29","58","15-0","أَجْرُ","pos","V","N","ng----"
"29","58","16-0","ٱلْ","pos","DET","DET","r---d-"
"29","58","16-1","عَٰمِلِينَ","pos","NOUN","N","nu----"
"29","58","16-2",,"pos","NSUFF","œ","r---m-"
"29","58","18",".","pos","END","END","END"
"29","59","0-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","59","1-0","صَبَرُ","pos","NOUN","V","v-p---"
"29","59","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","59","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","59","2-1","عَلَىٰ","pos","PREP","P","p--p--"
"29","59","3-0","رَبِّ","pos","NOUN","N","nq----"
"29","59","3-1","هِمْ","pos","PRON","PRON","r---r-"
"29","59","4-0","يَتَوَكَّلُ","pos","NOUN","V","r---a-"
"29","59","4-1","ونَ","pos","-","PRON","v-c---"
"29","59","4-2",,"pos","-","œ","r---r-"
"29","59","6",".","pos","END","END","END"
"29","6","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","6","0-1","مَن","pos","PART","REL","nr----"
"29","6","1-0","جَٰهَدَ","pos","ADJ","V","v-p---"
"29","6","2-0","فَ","pos","PART","REM","p--c--"
"29","6","2-1","إِنَّ","pos","PART","ACC","p--a--"
"29","6","2-2","مَا","pos","-","PREV","p--b--"
"29","6","3-0","يُجَٰهِدُ","pos","V","V","r---a-"
"29","6","3-1",,"pos","-","œ","v-c---"
"29","6","4-0","لِ","pos","PREP","P","p--p--"
"29","6","4-1","نَفْسِ","pos","NOUN","N","n*----"
"29","6","4-2","هِۦٓ","pos","PRON","PRON","r---r-"
"29","6","5-0","إِنَّ","pos","PART","ACC","p--a--"
"29","6","6-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","6","7-0","لَ","pos","PREP","EMPH","p--z--"
"29","6","7-1","غَنِىٌّ","pos","NOUN","N","nj----"
"29","6","8-0","عَنِ","pos","PREP","P","p--p--"
"29","6","9-0","ٱلْ","pos","DET","DET","r---d-"
"29","6","9-1","عَٰلَمِينَ","pos","NOUN","N","n#----"
"29","6","9-2",,"pos","NSUFF","œ","r---m-"
"29","6","11",".","pos","END","END","END"
"29","60","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","60","0-1","كَأَيِّن","pos","PREP","N","p--l--"
"29","60","0-2",,"pos","PART","œ","na----"
"29","60","1-0","مِّن","pos","PREP","P","p--p--"
"29","60","2-0","دَآبَّةٍ","pos","NOUN","N","nq----"
"29","60","2-1",,"pos","NSUFF","œ","r---t-"
"29","60","3-0","لَّا","pos","PART","NEG","p--n--"
"29","60","4-0","تَحْمِلُ","pos","V","V","r---a-"
"29","60","4-1",,"pos","-","œ","v-c---"
"29","60","5-0","رِزْقَ","pos","NOUN","N","ng----"
"29","60","5-1","هَا","pos","PRON","PRON","r---r-"
"29","60","6-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","60","7-0","يَرْزُقُ","pos","NOUN","V","r---a-"
"29","60","7-1","هَا","pos","PRON","PRON","v-c---"
"29","60","7-2",,"pos","-","œ","r---r-"
"29","60","8-0","وَ","pos","CONJ","CONJ","p--c--"
"29","60","8-1","إِيَّاكُمْ","pos","PART","PRON","np----"
"29","60","8-2",,"pos","PRON","œ","r---r-"
"29","60","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","60","9-1","هُوَ","pos","PRON","PRON","np----"
"29","60","10-0","ٱل","pos","DET","DET","r---d-"
"29","60","10-1","سَّمِيعُ","pos","NOUN","N","nj----"
"29","60","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","60","11-1","عَلِيمُ","pos","NOUN","ADJ","nj----"
"29","60","13",".","pos","END","END","END"
"29","61","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","61","0-1","لَ","pos","NOUN","EMPH","p--q--"
"29","61","0-2","ئِن","pos","-","COND","p--k--"
"29","61","1-0","سَأَلْ","pos","V","V","v-p---"
"29","61","1-1","تَ","pos","PRON","PRON","r---r-"
"29","61","1-2","هُم","pos","PRON","PRON","r---r-"
"29","61","2-0","مَّنْ","pos","PREP","REL","nb----"
"29","61","3-0","خَلَقَ","pos","NOUN","V","v-p---"
"29","61","4-0","ٱل","pos","DET","DET","r---d-"
"29","61","4-1","سَّمَٰوَٰتِ","pos","NOUN","N","nq----"
"29","61","4-2",,"pos","NSUFF","œ","r---l-"
"29","61","5-0","وَ","pos","CONJ","CONJ","p--c--"
"29","61","5-1","ٱلْ","pos","DET","DET","r---d-"
"29","61","5-2","أَرْضَ","pos","NOUN","N","nn----"
"29","61","6-0","وَ","pos","CONJ","CONJ","p--c--"
"29","61","6-1","سَخَّرَ","pos","V","V","v-p---"
"29","61","7-0","ٱل","pos","DET","DET","r---d-"
"29","61","7-1","شَّمْسَ","pos","NOUN","N","nn----"
"29","61","8-0","وَ","pos","CONJ","CONJ","p--c--"
"29","61","8-1","ٱلْ","pos","DET","DET","r---d-"
"29","61","8-2","قَمَرَ","pos","NOUN","N","nn----"
"29","61","9-0","لَ","pos","PREP","EMPH","r---q-"
"29","61","9-1","يَقُولُ","pos","NOUN","V","r---a-"
"29","61","9-2","نَّ","pos","-","EMPH","v-c---"
"29","61","9-3",,"pos","-","œ","r---z-"
"29","61","10-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","61","11-0","فَ","pos","CONJ","REM","p--c--"
"29","61","11-1","أَنَّىٰ","pos","NOUN","INTG","n-b---"
"29","61","12-0","يُؤْفَكُ","pos","NOUN","V","r---a-"
"29","61","12-1","ونَ","pos","-","PRON","v-c---"
"29","61","12-2",,"pos","-","œ","r---r-"
"29","61","14",".","pos","END","END","END"
"29","62","0-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","62","1-0","يَبْسُطُ","pos","V","V","r---a-"
"29","62","1-1",,"pos","-","œ","v-c---"
"29","62","2-0","ٱل","pos","DET","DET","r---d-"
"29","62","2-1","رِّزْقَ","pos","NOUN","N","ng----"
"29","62","3-0","لِ","pos","PREP","P","p--p--"
"29","62","3-1","مَن","pos","PART","REL","nr----"
"29","62","4-0","يَشَآءُ","pos","V","V","r---a-"
"29","62","4-1",,"pos","-","œ","v-c---"
"29","62","5-0","مِنْ","pos","PREP","P","p--p--"
"29","62","6-0","عِبَادِ","pos","NOUN","N","nq----"
"29","62","6-1","هِۦ","pos","PRON","PRON","r---r-"
"29","62","7-0","وَ","pos","CONJ","CONJ","p--c--"
"29","62","7-1","يَقْدِرُ","pos","V","V","r---a-"
"29","62","7-2",,"pos","-","œ","v-c---"
"29","62","8-0","لَ","pos","PREP","P","p--p--"
"29","62","8-1","هُۥٓ","pos","PRON","PRON","np----"
"29","62","9-0","إِنَّ","pos","PART","ACC","p--a--"
"29","62","10-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","62","11-0","بِ","pos","PREP","P","p--p--"
"29","62","11-1","كُلِّ","pos","NOUN","N","nq----"
"29","62","12-0","شَىْءٍ","pos","NOUN","N","nq----"
"29","62","13-0","عَلِيمٌ","pos","NOUN","ADJ","nj----"
"29","62","15",".","pos","END","END","END"
"29","63","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","63","0-1","لَ","pos","NOUN","EMPH","p--z--"
"29","63","0-2","ئِن","pos","-","COND","p--k--"
"29","63","1-0","سَأَلْ","pos","V","V","v-p---"
"29","63","1-1","تَ","pos","PRON","PRON","r---r-"
"29","63","1-2","هُم","pos","PRON","PRON","r---r-"
"29","63","2-0","مَّن","pos","PREP","REL","nr----"
"29","63","3-0","نَّزَّلَ","pos","NOUN","V","v-p---"
"29","63","4-0","مِنَ","pos","PREP","P","p--p--"
"29","63","5-0","ٱل","pos","DET","DET","r---d-"
"29","63","5-1","سَّمَآءِ","pos","NOUN","N","nq----"
"29","63","6-0","مَآءً","pos","NOUN","N","nq----"
"29","63","7-0","فَ","pos","PART","CONJ","p--c--"
"29","63","7-1","أَحْيَا","pos","V","V","v-p---"
"29","63","8-0","بِ","pos","PREP","P","p--p--"
"29","63","8-1","هِ","pos","PRON","PRON","np----"
"29","63","9-0","ٱلْ","pos","DET","DET","r---d-"
"29","63","9-1","أَرْضَ","pos","NOUN","N","nn----"
"29","63","10-0","مِنۢ","pos","PREP","P","p--p--"
"29","63","11-0","بَعْدِ","pos","NOUN","N","nv----"
"29","63","12-0","مَوْتِ","pos","NOUN","N","ng----"
"29","63","12-1","هَا","pos","PRON","PRON","r---r-"
"29","63","13-0","لَ","pos","PREP","EMPH","r---q-"
"29","63","13-1","يَقُولُ","pos","NOUN","V","r---a-"
"29","63","13-2","نَّ","pos","-","EMPH","v-c---"
"29","63","13-3",,"pos","-","œ","r---z-"
"29","63","14-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","63","15-0","قُلِ","pos","V","V","v-i---"
"29","63","16-0","ٱلْ","pos","DET","DET","r---d-"
"29","63","16-1","حَمْدُ","pos","NOUN","N","ng----"
"29","63","17-0","لِ","pos","PREP","P","p--p--"
"29","63","17-1","لَّهِ","pos","NOUN","PN","nn----"
"29","63","18-0","بَلْ","pos","CONJ","RET","p--b--"
"29","63","19-0","أَكْثَرُ","pos","ADJ","N","n@----"
"29","63","19-1","هُمْ","pos","PRON","PRON","r---r-"
"29","63","20-0","لَا","pos","PART","NEG","p--n--"
"29","63","21-0","يَعْقِلُ","pos","V","V","r---a-"
"29","63","21-1","ونَ","pos","PRON","PRON","v-c---"
"29","63","21-2",,"pos","-","œ","r---r-"
"29","63","23",".","pos","END","END","END"
"29","64","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","64","0-1","مَا","pos","PART","NEG","p--n--"
"29","64","1-0","هَٰذِهِ","pos","PRON","DEM","nd----"
"29","64","2-0","ٱلْ","pos","DET","DET","r---d-"
"29","64","2-1","حَيَوٰةُ","pos","NOUN","N","nq----"
"29","64","2-2",,"pos","NSUFF","œ","r---t-"
"29","64","3-0","ٱل","pos","DET","DET","r---d-"
"29","64","3-1","دُّنْيَآ","pos","NOUN","ADJ","nj----"
"29","64","4-0","إِلَّا","pos","PART","RES","p--x--"
"29","64","5-0","لَهْوٌ","pos","PREP","N","ng----"
"29","64","5-1",,"pos","PRON","œ","ß"
"29","64","6-0","وَ","pos","CONJ","CONJ","p--c--"
"29","64","6-1","لَعِبٌ","pos","V","N","ng----"
"29","64","7-0","وَ","pos","CONJ","CONJ","p--c--"
"29","64","7-1","إِنَّ","pos","PART","ACC","p--a--"
"29","64","8-0","ٱل","pos","DET","DET","r---d-"
"29","64","8-1","دَّارَ","pos","NOUN","N","nl----"
"29","64","9-0","ٱلْ","pos","DET","DET","r---d-"
"29","64","9-1","ءَاخِرَةَ","pos","ADJ","N","nu----"
"29","64","9-2",,"pos","NSUFF","œ","r---t-"
"29","64","10-0","لَ","pos","NOUN","EMPH","p--z--"
"29","64","10-1","هِىَ","pos","-","PRON","np----"
"29","64","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","64","11-1","حَيَوَانُ","pos","NOUN","N","ng----"
"29","64","12-0","لَوْ","pos","PART","COND","p--k--"
"29","64","13-0","كَانُ","pos","V","V","v-p---"
"29","64","13-1","وا۟","pos","PRON","PRON","r---r-"
"29","64","14-0","يَعْلَمُ","pos","V","V","r---a-"
"29","64","14-1","ونَ","pos","PRON","PRON","v-c---"
"29","64","14-2",,"pos","-","œ","r---r-"
"29","64","16",".","pos","END","END","END"
"29","65","0-0","فَ","pos","CONJ","CONJ","p--c--"
"29","65","0-1","إِذَا","pos","PART","T","nt----"
"29","65","1-0","رَكِبُ","pos","V","V","v-p---"
"29","65","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","65","2-0","فِى","pos","PREP","P","p--p--"
"29","65","3-0","ٱلْ","pos","DET","DET","r---d-"
"29","65","3-1","فُلْكِ","pos","NOUN","N","nq----"
"29","65","4-0","دَعَ","pos","NOUN","V","v-p---"
"29","65","4-1","وُا۟","pos","-","PRON","r---r-"
"29","65","5-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","65","6-0","مُخْلِصِينَ","pos","ADJ","N","nu----"
"29","65","6-1",,"pos","NSUFF","œ","r---m-"
"29","65","7-0","لَ","pos","PREP","P","p--p--"
"29","65","7-1","هُ","pos","PRON","PRON","np----"
"29","65","8-0","ٱل","pos","DET","DET","r---d-"
"29","65","8-1","دِّينَ","pos","NOUN","N","nq----"
"29","65","9-0","فَ","pos","CONJ","REM","p--c--"
"29","65","9-1","لَمَّا","pos","PART","T","nv----"
"29","65","10-0","نَجَّىٰ","pos","V","V","v-p---"
"29","65","10-1","هُمْ","pos","PRON","PRON","r---r-"
"29","65","11-0","إِلَى","pos","PREP","P","p--p--"
"29","65","12-0","ٱلْ","pos","DET","DET","r---d-"
"29","65","12-1","بَرِّ","pos","NOUN","N","nq----"
"29","65","13-0","إِذَا","pos","PART","SUR","p--b--"
"29","65","14-0","هُمْ","pos","PRON","PRON","np----"
"29","65","15-0","يُشْرِكُ","pos","V","V","r---a-"
"29","65","15-1","ونَ","pos","PRON","PRON","v-c---"
"29","65","15-2",,"pos","-","œ","r---r-"
"29","65","17",".","pos","END","END","END"
"29","66","0-0","لِ","pos","PREP","PRP","r---s-"
"29","66","0-1","يَكْفُرُ","pos","V","V","r---a-"
"29","66","0-2","وا۟","pos","PRON","PRON","v-c---"
"29","66","0-3",,"pos","-","œ","r---r-"
"29","66","1-0","بِ","pos","PREP","P","p--p--"
"29","66","1-1","مَآ","pos","PART","REL","nr----"
"29","66","2-0","ءَاتَيْ","pos","NOUN","V","v-p---"
"29","66","2-1","نَٰ","pos","-","PRON","r---r-"
"29","66","2-2","هُمْ","pos","-","PRON","r---r-"
"29","66","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","66","3-1","لِ","pos","NOUN","PRP","p--s--"
"29","66","3-2","يَتَمَتَّعُ","pos","-","V","r---a-"
"29","66","3-3","وا۟","pos","-","PRON","v-c---"
"29","66","3-4",,"pos","-","œ","r---r-"
"29","66","4-0","فَ","pos","CONJ","REM","p--c--"
"29","66","4-1","سَوْفَ","pos","FUT_PART","FUT","p--f--"
"29","66","5-0","يَعْلَمُ","pos","V","V","r---a-"
"29","66","5-1","ونَ","pos","PRON","PRON","v-c---"
"29","66","5-2",,"pos","-","œ","r---r-"
"29","66","7",".","pos","END","END","END"
"29","67","0-0","أَ","pos","NOUN","INTG","p--i--"
"29","67","0-1","وَ","pos","-","SUP","p--c--"
"29","67","0-2","لَمْ","pos","-","NEG","p--n--"
"29","67","1-0","يَرَ","pos","V","V","v-c---"
